
================ Hyper-parameters ================

TRAIN_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_update_20190418/entity_aware_train
DEV_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_update_20190418/entity_aware_dev
TRAIN_FEATURES_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_update_20190418/
DEV_FEATURES_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_update_20190418/
MAX_SENTENCE_LENGTH=100
EMBEDDINGS=None
EMBEDDING_SIZE=300
POS_EMBEDDING_SIZE=50
EMB_DROPOUT_KEEP_PROB=0.7
HIDDEN_SIZE=300
RNN_DROPOUT_KEEP_PROB=0.7
NUM_HEADS=4
ATTENTION_SIZE=50
DESC=
DROPOUT_KEEP_PROB=0.5
L2_REG_LAMBDA=1e-05
BATCH_SIZE=520
NUM_EPOCHS=100
DISPLAY_EVERY=10
EVALUATE_EVERY=1000
NUM_CHECKPOINTS=5
LEARNING_RATE=1.0
DECAY_RATE=0.9
ALLOW_SOFT_PLACEMENT=True
LOG_DEVICE_PLACEMENT=False
GPU_ALLOW_GROWTH=True
CHECKPOINT_DIR=None

==================================================

2019-04-18T06:19:06.600929: step 10, loss 16.0425, acc 0.2
2019-04-18T06:21:47.959682: step 240, loss 14.0976, acc 0.673077
2019-04-18T06:21:54.917242: step 250, loss 14.1902, acc 0.65
2019-04-18T06:22:01.955113: step 260, loss 14.2116, acc 0.632692
2019-04-18T06:22:08.955615: step 270, loss 14.0646, acc 0.676923
2019-04-18T06:22:16.012400: step 280, loss 13.999, acc 0.661538
2019-04-18T06:22:23.088691: step 290, loss 14.1356, acc 0.651923
2019-04-18T06:22:30.112914: step 300, loss 14.018, acc 0.688462
2019-04-18T06:22:37.135878: step 310, loss 13.9981, acc 0.688462
2019-04-18T06:22:44.168795: step 320, loss 14.0553, acc 0.657692
2019-04-18T06:22:51.178102: step 330, loss 13.9151, acc 0.711538
2019-04-18T06:22:58.231271: step 340, loss 14.0676, acc 0.665385
2019-04-18T06:23:05.300347: step 350, loss 14.0164, acc 0.7
2019-04-18T06:23:12.313907: step 360, loss 13.9621, acc 0.703846
2019-04-18T06:23:19.351875: step 370, loss 13.8338, acc 0.725
2019-04-18T06:23:26.422423: step 380, loss 13.9838, acc 0.684615
2019-04-18T06:23:33.459035: step 390, loss 13.9188, acc 0.696154
2019-04-18T06:23:40.392527: step 400, loss 13.8197, acc 0.703846
2019-04-18T06:23:47.379238: step 410, loss 13.9446, acc 0.7
2019-04-18T06:23:54.436223: step 420, loss 13.7712, acc 0.75
2019-04-18T06:24:01.438710: step 430, loss 13.9599, acc 0.671154
2019-04-18T06:24:08.480834: step 440, loss 13.9632, acc 0.665385
2019-04-18T06:24:15.483137: step 450, loss 13.9296, acc 0.680769
2019-04-18T06:24:22.482822: step 460, loss 13.8569, acc 0.713462
2019-04-18T06:24:29.568992: step 470, loss 13.8205, acc 0.707692
2019-04-18T06:24:36.596309: step 480, loss 13.7942, acc 0.740385
2019-04-18T06:24:43.604892: step 490, loss 13.8129, acc 0.732692
2019-04-18T06:24:50.632185: step 500, loss 13.7822, acc 0.721154
2019-04-18T06:24:57.585802: step 510, loss 13.8235, acc 0.678846
2019-04-18T06:25:04.606631: step 520, loss 13.7901, acc 0.707692
2019-04-18T06:25:11.610328: step 530, loss 13.8547, acc 0.678846
2019-04-18T06:25:18.634589: step 540, loss 13.7307, acc 0.740385
2019-04-18T06:25:25.674500: step 550, loss 13.7882, acc 0.7
2019-04-18T06:25:32.796671: step 560, loss 13.7513, acc 0.723077
2019-04-18T06:25:39.796482: step 570, loss 13.8112, acc 0.705769
2019-04-18T06:25:46.835657: step 580, loss 13.7645, acc 0.719231
2019-04-18T06:25:53.853506: step 590, loss 13.7842, acc 0.738462
2019-04-18T06:26:00.803750: step 600, loss 13.676, acc 0.753846
2019-04-18T06:26:07.777360: step 610, loss 13.6706, acc 0.732692
2019-04-18T06:26:14.745266: step 620, loss 13.7038, acc 0.728846
2019-04-18T06:26:21.713550: step 630, loss 13.6393, acc 0.728846
2019-04-18T06:26:28.793383: step 640, loss 13.7299, acc 0.728846
2019-04-18T06:26:35.828161: step 650, loss 13.7638, acc 0.723077
2019-04-18T06:26:42.861660: step 660, loss 13.7275, acc 0.717308
2019-04-18T06:26:49.911238: step 670, loss 13.75, acc 0.715385
2019-04-18T06:26:56.886947: step 680, loss 13.6851, acc 0.732692
2019-04-18T06:27:03.896367: step 690, loss 13.6869, acc 0.748077
2019-04-18T06:27:10.930178: step 700, loss 13.8082, acc 0.725
2019-04-18T06:27:17.919609: step 710, loss 13.7396, acc 0.736538
2019-04-18T06:27:24.989051: step 720, loss 13.6596, acc 0.725
2019-04-18T06:27:32.025239: step 730, loss 13.6132, acc 0.751923
2019-04-18T06:27:39.056009: step 740, loss 13.7009, acc 0.721154
2019-04-18T06:27:46.103449: step 750, loss 13.7249, acc 0.736538
2019-04-18T06:27:53.155381: step 760, loss 13.6974, acc 0.728846
2019-04-18T06:28:00.160564: step 770, loss 13.5692, acc 0.75
2019-04-18T06:28:07.171145: step 780, loss 13.6349, acc 0.742308
2019-04-18T06:28:14.241791: step 790, loss 13.7068, acc 0.705769
2019-04-18T06:28:21.249506: step 800, loss 13.6258, acc 0.746154
2019-04-18T06:28:28.213849: step 810, loss 13.598, acc 0.755769
2019-04-18T06:28:35.176670: step 820, loss 13.6445, acc 0.715385
2019-04-18T06:28:42.174807: step 830, loss 13.659, acc 0.740385
2019-04-18T06:28:49.215222: step 840, loss 13.6881, acc 0.728846
2019-04-18T06:28:56.183119: step 850, loss 13.5496, acc 0.751923
2019-04-18T06:29:03.245502: step 860, loss 13.589, acc 0.742308
2019-04-18T06:29:10.236190: step 870, loss 13.6549, acc 0.736538
2019-04-18T06:29:17.297522: step 880, loss 13.6087, acc 0.753846
2019-04-18T06:29:24.245556: step 890, loss 13.6292, acc 0.736538
2019-04-18T06:29:31.298372: step 900, loss 13.635, acc 0.728846
2019-04-18T06:29:38.250851: step 910, loss 13.5219, acc 0.759615
2019-04-18T06:29:45.207310: step 920, loss 13.5497, acc 0.755769
2019-04-18T06:29:52.170476: step 930, loss 13.5349, acc 0.742308
2019-04-18T06:29:59.123902: step 940, loss 13.5322, acc 0.763462
2019-04-18T06:30:06.178258: step 950, loss 13.5982, acc 0.736538
2019-04-18T06:30:13.221864: step 960, loss 13.5603, acc 0.740385
2019-04-18T06:30:20.160860: step 970, loss 13.5281, acc 0.757692
2019-04-18T06:30:27.207313: step 980, loss 13.5502, acc 0.721154
2019-04-18T06:30:34.172485: step 990, loss 13.5607, acc 0.748077
2019-04-18T06:30:41.179092: step 1000, loss 13.4824, acc 0.755769

Evaluation:
2019-04-18T06:30:58.302039: step 1000, loss 13.4449, acc 0.765578
<<< (49)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.663338%
macro-averaged Recall = 0.586321%
macro-averaged F1-score = 0.6041%, Best = 0.6041%

2019-04-18T06:31:06.530569: step 1010, loss 13.4441, acc 0.761538
2019-04-18T06:31:13.532071: step 1020, loss 13.5666, acc 0.746154
2019-04-18T06:31:20.554279: step 1030, loss 13.5187, acc 0.746154
2019-04-18T06:31:27.600818: step 1040, loss 13.557, acc 0.736538
2019-04-18T06:31:34.659775: step 1050, loss 13.5224, acc 0.75
2019-04-18T06:31:41.637040: step 1060, loss 13.4914, acc 0.75
2019-04-18T06:31:48.661837: step 1070, loss 13.469, acc 0.767308
2019-04-18T06:31:55.677290: step 1080, loss 13.4942, acc 0.761538
2019-04-18T06:32:02.709788: step 1090, loss 13.4582, acc 0.769231
2019-04-18T06:32:09.683531: step 1100, loss 13.5752, acc 0.719231
2019-04-18T06:32:16.699046: step 1110, loss 13.4806, acc 0.751923
2019-04-18T06:32:23.671970: step 1120, loss 13.56, acc 0.740385
2019-04-18T06:32:30.659055: step 1130, loss 13.3989, acc 0.775
2019-04-18T06:32:37.699296: step 1140, loss 13.499, acc 0.742308
2019-04-18T06:32:44.707547: step 1150, loss 13.4337, acc 0.773077
2019-04-18T06:32:51.708937: step 1160, loss 13.3732, acc 0.784615
2019-04-18T06:32:58.691415: step 1170, loss 13.4002, acc 0.786538
2019-04-18T06:33:05.748138: step 1180, loss 13.4478, acc 0.773077
2019-04-18T06:33:12.718896: step 1190, loss 13.3904, acc 0.771154
2019-04-18T06:33:19.723490: step 1200, loss 13.388, acc 0.776923
2019-04-18T06:33:26.716165: step 1210, loss 13.5634, acc 0.725
2019-04-18T06:33:33.729358: step 1220, loss 13.3775, acc 0.776923
2019-04-18T06:33:40.763482: step 1230, loss 13.4874, acc 0.730769
2019-04-18T06:33:47.840107: step 1240, loss 13.3684, acc 0.771154
2019-04-18T06:33:54.849024: step 1250, loss 13.5011, acc 0.742308
2019-04-18T06:34:01.861846: step 1260, loss 13.4024, acc 0.782692
2019-04-18T06:34:08.898595: step 1270, loss 13.3787, acc 0.769231
2019-04-18T06:34:16.004098: step 1280, loss 13.3644, acc 0.790385
2019-04-18T06:34:22.978403: step 1290, loss 13.4083, acc 0.775
2019-04-18T06:34:30.023572: step 1300, loss 13.433, acc 0.75
2019-04-18T06:34:37.017463: step 1310, loss 13.4119, acc 0.763462
2019-04-18T06:34:44.028761: step 1320, loss 13.338, acc 0.775
2019-04-18T06:34:51.054965: step 1330, loss 13.3357, acc 0.794231
2019-04-18T06:34:58.094052: step 1340, loss 13.4204, acc 0.767308
2019-04-18T06:35:05.128803: step 1350, loss 13.4568, acc 0.751923
2019-04-18T06:35:12.148349: step 1360, loss 13.4548, acc 0.759615
2019-04-18T06:35:19.185291: step 1370, loss 13.4169, acc 0.753846
2019-04-18T06:35:26.229017: step 1380, loss 13.4042, acc 0.755769
2019-04-18T06:35:33.227101: step 1390, loss 13.3822, acc 0.755769
2019-04-18T06:35:40.203191: step 1400, loss 13.3445, acc 0.784615
2019-04-18T06:35:47.227587: step 1410, loss 13.3091, acc 0.780769
2019-04-18T06:35:54.263088: step 1420, loss 13.397, acc 0.751923
2019-04-18T06:36:01.267206: step 1430, loss 13.3224, acc 0.775
2019-04-18T06:36:08.215511: step 1440, loss 13.3723, acc 0.763462
2019-04-18T06:36:15.155576: step 1450, loss 13.3113, acc 0.771154
2019-04-18T06:36:22.202327: step 1460, loss 13.3677, acc 0.763462
2019-04-18T06:36:29.209822: step 1470, loss 13.372, acc 0.769231
2019-04-18T06:36:36.230458: step 1480, loss 13.3737, acc 0.742308
2019-04-18T06:36:43.237560: step 1490, loss 13.3937, acc 0.761538
2019-04-18T06:36:50.194681: step 1500, loss 13.3577, acc 0.755769
2019-04-18T06:36:57.193896: step 1510, loss 13.3401, acc 0.773077
2019-04-18T06:37:04.197188: step 1520, loss 13.3863, acc 0.755769
2019-04-18T06:37:11.285936: step 1530, loss 13.2696, acc 0.788462
2019-04-18T06:37:18.306814: step 1540, loss 13.2702, acc 0.796154
2019-04-18T06:37:25.402832: step 1550, loss 13.3235, acc 0.773077
2019-04-18T06:37:32.444523: step 1560, loss 13.3086, acc 0.771154
2019-04-18T06:37:39.526020: step 1570, loss 13.2482, acc 0.782692
2019-04-18T06:37:46.490476: step 1580, loss 13.3397, acc 0.773077
2019-04-18T06:37:53.414344: step 1590, loss 13.2304, acc 0.792308
2019-04-18T06:38:00.429152: step 1600, loss 13.3762, acc 0.761538
2019-04-18T06:38:07.468338: step 1610, loss 13.2621, acc 0.782692
2019-04-18T06:38:14.421783: step 1620, loss 13.3057, acc 0.780769
2019-04-18T06:38:21.459278: step 1630, loss 13.2891, acc 0.796154
2019-04-18T06:38:28.503978: step 1640, loss 13.3337, acc 0.769231
2019-04-18T06:38:35.518132: step 1650, loss 13.3041, acc 0.765385
2019-04-18T06:38:42.566811: step 1660, loss 13.2515, acc 0.775
2019-04-18T06:38:49.599688: step 1670, loss 13.2753, acc 0.765385
2019-04-18T06:38:56.646957: step 1680, loss 13.2866, acc 0.755769
2019-04-18T06:39:03.606041: step 1690, loss 13.2639, acc 0.757692
2019-04-18T06:39:10.595653: step 1700, loss 13.2542, acc 0.788462
2019-04-18T06:39:17.649705: step 1710, loss 13.1555, acc 0.807692
2019-04-18T06:39:24.664034: step 1720, loss 13.1898, acc 0.805769
2019-04-18T06:39:31.719479: step 1730, loss 13.2072, acc 0.813462
2019-04-18T06:39:38.728661: step 1740, loss 13.1901, acc 0.794231
2019-04-18T06:39:45.758668: step 1750, loss 13.2693, acc 0.767308
2019-04-18T06:39:52.783564: step 1760, loss 13.218, acc 0.786538
2019-04-18T06:39:59.866374: step 1770, loss 13.2748, acc 0.775
2019-04-18T06:40:06.830563: step 1780, loss 13.198, acc 0.784615
2019-04-18T06:40:13.833734: step 1790, loss 13.2339, acc 0.784615
2019-04-18T06:40:20.880071: step 1800, loss 13.1639, acc 0.788462
2019-04-18T06:40:27.874827: step 1810, loss 13.2647, acc 0.769231
2019-04-18T06:40:34.901156: step 1820, loss 13.2308, acc 0.782692
2019-04-18T06:40:41.880571: step 1830, loss 13.2301, acc 0.773077
2019-04-18T06:40:48.885993: step 1840, loss 13.169, acc 0.786538
2019-04-18T06:40:55.932206: step 1850, loss 13.2481, acc 0.773077
2019-04-18T06:41:02.971655: step 1860, loss 13.0968, acc 0.825
2019-04-18T06:41:09.924041: step 1870, loss 13.2218, acc 0.765385
2019-04-18T06:41:16.931605: step 1880, loss 13.2316, acc 0.753846
2019-04-18T06:41:23.975708: step 1890, loss 13.0939, acc 0.817308
2019-04-18T06:41:31.017362: step 1900, loss 13.1808, acc 0.794231
2019-04-18T06:41:38.056667: step 1910, loss 13.1883, acc 0.782692
2019-04-18T06:41:45.120935: step 1920, loss 13.1242, acc 0.788462
2019-04-18T06:41:52.165790: step 1930, loss 13.198, acc 0.792308
2019-04-18T06:41:59.124545: step 1940, loss 13.1565, acc 0.796154
2019-04-18T06:42:06.155202: step 1950, loss 13.2153, acc 0.767308
2019-04-18T06:42:13.197607: step 1960, loss 13.1208, acc 0.805769
2019-04-18T06:42:20.203184: step 1970, loss 13.2445, acc 0.775
2019-04-18T06:42:27.151393: step 1980, loss 13.1211, acc 0.8
2019-04-18T06:42:34.191806: step 1990, loss 13.1288, acc 0.803846
2019-04-18T06:42:41.219941: step 2000, loss 13.1853, acc 0.788462

Evaluation:
2019-04-18T06:42:58.082080: step 2000, loss 13.183, acc 0.794731
<<< (49)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.689873%
macro-averaged Recall = 0.661803%
macro-averaged F1-score = 0.668316%, Best = 0.668316%

2019-04-18T06:43:06.229467: step 2010, loss 13.2122, acc 0.775
2019-04-18T06:43:13.197219: step 2020, loss 13.1022, acc 0.773077
2019-04-18T06:43:20.195815: step 2030, loss 13.1583, acc 0.778846
2019-04-18T06:43:27.207190: step 2040, loss 13.1218, acc 0.788462
2019-04-18T06:43:34.213506: step 2050, loss 13.095, acc 0.8
2019-04-18T06:43:41.210596: step 2060, loss 13.1011, acc 0.796154
2019-04-18T06:43:48.236268: step 2070, loss 13.0841, acc 0.792308
2019-04-18T06:43:55.266642: step 2080, loss 13.0505, acc 0.809615
2019-04-18T06:44:02.295243: step 2090, loss 13.1431, acc 0.8
2019-04-18T06:44:09.357896: step 2100, loss 13.0955, acc 0.786538
2019-04-18T06:44:16.385583: step 2110, loss 13.0457, acc 0.813462
2019-04-18T06:44:23.388360: step 2120, loss 13.202, acc 0.763462
2019-04-18T06:44:30.435410: step 2130, loss 13.1913, acc 0.782692
2019-04-18T06:44:37.458393: step 2140, loss 13.1209, acc 0.794231
2019-04-18T06:44:44.499245: step 2150, loss 13.0385, acc 0.821154
2019-04-18T06:44:51.493103: step 2160, loss 13.0515, acc 0.803846
2019-04-18T06:44:58.451280: step 2170, loss 13.1996, acc 0.75
2019-04-18T06:45:05.457479: step 2180, loss 13.059, acc 0.790385
2019-04-18T06:45:12.498027: step 2190, loss 13.0949, acc 0.796154
2019-04-18T06:45:19.534246: step 2200, loss 13.1009, acc 0.784615
2019-04-18T06:45:26.540144: step 2210, loss 13.1423, acc 0.763462
2019-04-18T06:45:33.549835: step 2220, loss 13.058, acc 0.801923
2019-04-18T06:45:40.588881: step 2230, loss 13.0019, acc 0.811538
2019-04-18T06:45:47.587562: step 2240, loss 13.0866, acc 0.782692
2019-04-18T06:45:54.541917: step 2250, loss 13.0533, acc 0.788462
2019-04-18T06:46:01.531989: step 2260, loss 13.0087, acc 0.8
2019-04-18T06:46:08.635794: step 2270, loss 13.0493, acc 0.803846
2019-04-18T06:46:15.717227: step 2280, loss 12.9865, acc 0.825
2019-04-18T06:46:22.750846: step 2290, loss 13.0386, acc 0.769231
2019-04-18T06:46:29.730730: step 2300, loss 13.0309, acc 0.790385
2019-04-18T06:46:36.782481: step 2310, loss 12.9567, acc 0.823077
2019-04-18T06:46:43.823769: step 2320, loss 13.0405, acc 0.771154
2019-04-18T06:46:50.849610: step 2330, loss 13.075, acc 0.798077
2019-04-18T06:46:57.864779: step 2340, loss 13.0373, acc 0.784615
2019-04-18T06:47:04.911128: step 2350, loss 13.0238, acc 0.809615
2019-04-18T06:47:11.965157: step 2360, loss 13.0626, acc 0.786538
2019-04-18T06:47:19.007242: step 2370, loss 13.0733, acc 0.782692
2019-04-18T06:47:25.979604: step 2380, loss 12.9793, acc 0.798077
2019-04-18T06:47:32.985709: step 2390, loss 13.0467, acc 0.784615
2019-04-18T06:47:40.012173: step 2400, loss 12.9237, acc 0.807692
2019-04-18T06:47:47.053022: step 2410, loss 13.0588, acc 0.794231
2019-04-18T06:47:54.102946: step 2420, loss 13.0476, acc 0.794231
2019-04-18T06:48:01.110458: step 2430, loss 12.9551, acc 0.813462
2019-04-18T06:48:08.135800: step 2440, loss 12.9656, acc 0.801923
2019-04-18T06:48:15.111695: step 2450, loss 12.9992, acc 0.796154
2019-04-18T06:48:22.172417: step 2460, loss 12.9722, acc 0.798077
2019-04-18T06:48:29.120346: step 2470, loss 12.9504, acc 0.813462
2019-04-18T06:48:36.106123: step 2480, loss 13.0025, acc 0.776923
2019-04-18T06:48:43.141727: step 2490, loss 12.9389, acc 0.809615
2019-04-18T06:48:50.170605: step 2500, loss 12.9967, acc 0.786538
2019-04-18T06:48:57.189963: step 2510, loss 12.9636, acc 0.807692
2019-04-18T06:49:04.249573: step 2520, loss 12.9211, acc 0.811538
2019-04-18T06:49:11.247877: step 2530, loss 13.0519, acc 0.778846
2019-04-18T06:49:18.236452: step 2540, loss 12.9585, acc 0.803846
2019-04-18T06:49:25.271117: step 2550, loss 12.9856, acc 0.775
2019-04-18T06:49:32.237193: step 2560, loss 13.0152, acc 0.790385
2019-04-18T06:49:39.306851: step 2570, loss 13.073, acc 0.775
2019-04-18T06:49:46.314017: step 2580, loss 12.9658, acc 0.8
2019-04-18T06:49:53.423854: step 2590, loss 12.9609, acc 0.823077
2019-04-18T06:50:00.400206: step 2600, loss 12.8807, acc 0.828846
2019-04-18T06:50:07.460930: step 2610, loss 12.9255, acc 0.798077
2019-04-18T06:50:14.470197: step 2620, loss 12.9619, acc 0.801923
2019-04-18T06:50:21.482103: step 2630, loss 12.971, acc 0.782692
2019-04-18T06:50:28.478026: step 2640, loss 12.9642, acc 0.782692
2019-04-18T06:50:35.522867: step 2650, loss 12.9817, acc 0.771154
2019-04-18T06:50:42.578242: step 2660, loss 12.9704, acc 0.803846
2019-04-18T06:50:49.593934: step 2670, loss 12.9075, acc 0.815385
2019-04-18T06:50:56.608901: step 2680, loss 12.9307, acc 0.788462
2019-04-18T06:51:03.624340: step 2690, loss 12.875, acc 0.796154
2019-04-18T06:51:10.566732: step 2700, loss 12.9327, acc 0.792308
2019-04-18T06:51:17.610719: step 2710, loss 12.9223, acc 0.790385
2019-04-18T06:51:24.627294: step 2720, loss 13.0164, acc 0.782692
2019-04-18T06:51:31.619125: step 2730, loss 12.9093, acc 0.815385
2019-04-18T06:51:38.623595: step 2740, loss 13.0065, acc 0.765385
2019-04-18T06:51:45.673273: step 2750, loss 12.9935, acc 0.782692
2019-04-18T06:51:52.669803: step 2760, loss 12.877, acc 0.805769
2019-04-18T06:51:59.687013: step 2770, loss 12.9185, acc 0.817308
2019-04-18T06:52:06.716365: step 2780, loss 12.9195, acc 0.8
2019-04-18T06:52:13.716348: step 2790, loss 12.9437, acc 0.788462
2019-04-18T06:52:20.676795: step 2800, loss 12.8301, acc 0.823077
2019-04-18T06:52:27.670950: step 2810, loss 12.9742, acc 0.769231
2019-04-18T06:52:34.638143: step 2820, loss 13.0073, acc 0.773077
2019-04-18T06:52:41.652393: step 2830, loss 12.9285, acc 0.771154
2019-04-18T06:52:48.716144: step 2840, loss 12.7701, acc 0.848077
2019-04-18T06:52:55.677605: step 2850, loss 12.8558, acc 0.805769
2019-04-18T06:53:02.680715: step 2860, loss 12.9292, acc 0.788462
2019-04-18T06:53:09.697727: step 2870, loss 12.8428, acc 0.830769
2019-04-18T06:53:16.674657: step 2880, loss 12.8058, acc 0.842308
2019-04-18T06:53:23.692409: step 2890, loss 12.8754, acc 0.798077
2019-04-18T06:53:30.719210: step 2900, loss 12.812, acc 0.821154
2019-04-18T06:53:37.747240: step 2910, loss 12.9038, acc 0.798077
2019-04-18T06:53:44.794888: step 2920, loss 12.8937, acc 0.782692
2019-04-18T06:53:51.862823: step 2930, loss 12.7977, acc 0.815385
2019-04-18T06:53:58.829200: step 2940, loss 12.8038, acc 0.805769
2019-04-18T06:54:05.844732: step 2950, loss 12.8153, acc 0.817308
2019-04-18T06:54:12.863891: step 2960, loss 12.7895, acc 0.830769
2019-04-18T06:54:19.850377: step 2970, loss 12.8495, acc 0.815385
2019-04-18T06:54:26.882206: step 2980, loss 12.9008, acc 0.788462
2019-04-18T06:54:33.879137: step 2990, loss 12.8518, acc 0.823077
2019-04-18T06:54:40.944296: step 3000, loss 12.8701, acc 0.794231

Evaluation:
2019-04-18T06:54:57.959510: step 3000, loss 12.8181, acc 0.807409
<<< (49)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.706016%
macro-averaged Recall = 0.676612%
macro-averaged F1-score = 0.683765%, Best = 0.683765%

2019-04-18T06:55:06.056026: step 3010, loss 12.6983, acc 0.838462
2019-04-18T06:55:13.022306: step 3020, loss 12.7363, acc 0.844231
2019-04-18T06:55:19.977791: step 3030, loss 12.8659, acc 0.817308
2019-04-18T06:55:26.978806: step 3040, loss 12.8785, acc 0.776923
2019-04-18T06:55:33.988442: step 3050, loss 12.8695, acc 0.780769
2019-04-18T06:55:41.044704: step 3060, loss 12.7416, acc 0.807692
2019-04-18T06:55:48.098972: step 3070, loss 12.8038, acc 0.809615
2019-04-18T06:55:55.093307: step 3080, loss 12.7895, acc 0.823077
2019-04-18T06:56:02.103854: step 3090, loss 12.6955, acc 0.823077
2019-04-18T06:56:09.135534: step 3100, loss 12.7996, acc 0.803846
2019-04-18T06:56:16.080580: step 3110, loss 12.7175, acc 0.840385
2019-04-18T06:56:23.095966: step 3120, loss 12.7607, acc 0.815385
2019-04-18T06:56:30.065396: step 3130, loss 12.7975, acc 0.807692
2019-04-18T06:56:37.062800: step 3140, loss 12.7468, acc 0.805769
2019-04-18T06:56:44.082489: step 3150, loss 12.8358, acc 0.792308
2019-04-18T06:56:51.067479: step 3160, loss 12.727, acc 0.823077
2019-04-18T06:56:58.029696: step 3170, loss 12.8211, acc 0.807692
2019-04-18T06:57:05.015925: step 3180, loss 12.7415, acc 0.807692
2019-04-18T06:57:12.044753: step 3190, loss 12.8079, acc 0.798077
2019-04-18T06:57:19.047605: step 3200, loss 12.8124, acc 0.8
2019-04-18T06:57:26.016696: step 3210, loss 12.7607, acc 0.815385
2019-04-18T06:57:33.034910: step 3220, loss 12.7254, acc 0.809615
2019-04-18T06:57:40.058917: step 3230, loss 12.7925, acc 0.813462
2019-04-18T06:57:47.029035: step 3240, loss 12.7646, acc 0.811538
2019-04-18T06:57:53.986940: step 3250, loss 12.6971, acc 0.830769
2019-04-18T06:58:01.022325: step 3260, loss 12.7422, acc 0.811538
2019-04-18T06:58:08.046712: step 3270, loss 12.7569, acc 0.792308
2019-04-18T06:58:15.024222: step 3280, loss 12.7109, acc 0.828846
2019-04-18T06:58:22.048311: step 3290, loss 12.6603, acc 0.828846
2019-04-18T06:58:29.035574: step 3300, loss 12.7923, acc 0.786538
2019-04-18T06:58:35.979247: step 3310, loss 12.7233, acc 0.815385
2019-04-18T06:58:42.921240: step 3320, loss 12.7825, acc 0.788462
2019-04-18T06:58:49.961835: step 3330, loss 12.7477, acc 0.815385
2019-04-18T06:58:57.010752: step 3340, loss 12.7166, acc 0.817308
2019-04-18T06:59:04.018680: step 3350, loss 12.735, acc 0.788462
