
================ Hyper-parameters ================

TRAIN_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_attach_sub_obj_markets/add_other_relationship_and_attach_sub_obj_markets_train
DEV_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_attach_sub_obj_markets/add_other_relationship_and_attach_sub_obj_markets_dev
TRAIN_FEATURES_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_attach_sub_obj_markets/
DEV_FEATURES_PATH=./entity_aware_dataset_lic2019_information_extraction/classification_3.0_50_relationship_attach_sub_obj_markets/
MAX_SENTENCE_LENGTH=100
EMBEDDINGS=None
EMBEDDING_SIZE=300
POS_EMBEDDING_SIZE=50
EMB_DROPOUT_KEEP_PROB=0.7
HIDDEN_SIZE=300
RNN_DROPOUT_KEEP_PROB=0.7
NUM_HEADS=4
ATTENTION_SIZE=50
DESC=
DROPOUT_KEEP_PROB=0.5
L2_REG_LAMBDA=1e-05
BATCH_SIZE=520
NUM_EPOCHS=100
DISPLAY_EVERY=10
EVALUATE_EVERY=1000
NUM_CHECKPOINTS=5
LEARNING_RATE=1.0
DECAY_RATE=0.9
ALLOW_SOFT_PLACEMENT=True
LOG_DEVICE_PLACEMENT=False
GPU_ALLOW_GROWTH=True
CHECKPOINT_DIR=None

==================================================

2019-04-19T04:50:25.581555: step 10, loss 16.1988, acc 0.157692
2019-04-19T04:53:20.496447: step 260, loss 13.9542, acc 0.732692
2019-04-19T04:53:27.510618: step 270, loss 13.9189, acc 0.728846
2019-04-19T04:53:34.550059: step 280, loss 13.8698, acc 0.730769
2019-04-19T04:53:41.566332: step 290, loss 13.8736, acc 0.730769
2019-04-19T04:53:48.579702: step 300, loss 14.0151, acc 0.694231
2019-04-19T04:53:55.593387: step 310, loss 13.9416, acc 0.715385
2019-04-19T04:54:02.578771: step 320, loss 13.8875, acc 0.732692
2019-04-19T04:54:09.595471: step 330, loss 13.9243, acc 0.730769
2019-04-19T04:54:16.617473: step 340, loss 13.8686, acc 0.751923
2019-04-19T04:54:23.641207: step 350, loss 13.8693, acc 0.748077
2019-04-19T04:54:30.662297: step 360, loss 13.9402, acc 0.717308
2019-04-19T04:54:37.678018: step 370, loss 13.8822, acc 0.736538
2019-04-19T04:54:44.692907: step 380, loss 13.8469, acc 0.742308
2019-04-19T04:54:51.689248: step 390, loss 13.8388, acc 0.734615
2019-04-19T04:54:58.709800: step 400, loss 13.6745, acc 0.769231
2019-04-19T04:55:05.723635: step 410, loss 13.7921, acc 0.746154
2019-04-19T04:55:12.732494: step 420, loss 13.8118, acc 0.738462
2019-04-19T04:55:19.752940: step 430, loss 13.8031, acc 0.719231
2019-04-19T04:55:26.729508: step 440, loss 13.6453, acc 0.794231
2019-04-19T04:55:33.683602: step 450, loss 13.7159, acc 0.75
2019-04-19T04:55:40.723505: step 460, loss 13.7345, acc 0.740385
2019-04-19T04:55:47.746376: step 470, loss 13.7451, acc 0.769231
2019-04-19T04:55:54.757250: step 480, loss 13.6248, acc 0.790385
2019-04-19T04:56:01.756736: step 490, loss 13.6491, acc 0.778846
2019-04-19T04:56:08.769301: step 500, loss 13.6808, acc 0.769231
2019-04-19T04:56:15.792770: step 510, loss 13.7175, acc 0.775
2019-04-19T04:56:22.932917: step 520, loss 13.6917, acc 0.748077
2019-04-19T04:56:30.226698: step 530, loss 13.8084, acc 0.723077
2019-04-19T04:56:37.252189: step 540, loss 13.6801, acc 0.755769
2019-04-19T04:56:44.246150: step 550, loss 13.727, acc 0.742308
2019-04-19T04:56:51.287037: step 560, loss 13.6565, acc 0.790385
2019-04-19T04:56:58.327533: step 570, loss 13.6058, acc 0.794231
2019-04-19T04:57:05.318848: step 580, loss 13.6265, acc 0.771154
2019-04-19T04:57:12.319680: step 590, loss 13.705, acc 0.765385
2019-04-19T04:57:19.323389: step 600, loss 13.6279, acc 0.784615
2019-04-19T04:57:26.319867: step 610, loss 13.505, acc 0.780769
2019-04-19T04:57:33.328761: step 620, loss 13.6007, acc 0.801923
2019-04-19T04:57:40.343776: step 630, loss 13.6177, acc 0.767308
2019-04-19T04:57:47.347158: step 640, loss 13.5813, acc 0.790385
2019-04-19T04:57:54.354141: step 650, loss 13.6193, acc 0.763462
2019-04-19T04:58:01.360895: step 660, loss 13.5988, acc 0.757692
2019-04-19T04:58:08.395246: step 670, loss 13.3966, acc 0.826923
2019-04-19T04:58:15.407787: step 680, loss 13.582, acc 0.796154
2019-04-19T04:58:22.299931: step 690, loss 13.6081, acc 0.786538
2019-04-19T04:58:29.218655: step 700, loss 13.4645, acc 0.819231
2019-04-19T04:58:36.189550: step 710, loss 13.6188, acc 0.746154
2019-04-19T04:58:43.192220: step 720, loss 13.5351, acc 0.780769
2019-04-19T04:58:50.202868: step 730, loss 13.5852, acc 0.792308
2019-04-19T04:58:57.222089: step 740, loss 13.5143, acc 0.788462
2019-04-19T04:59:04.225928: step 750, loss 13.464, acc 0.805769
2019-04-19T04:59:11.362556: step 760, loss 13.5593, acc 0.780769
2019-04-19T04:59:18.373160: step 770, loss 13.5614, acc 0.759615
2019-04-19T04:59:25.377074: step 780, loss 13.5041, acc 0.786538
2019-04-19T04:59:32.376958: step 790, loss 13.4259, acc 0.819231
2019-04-19T04:59:39.382064: step 800, loss 13.4704, acc 0.805769
2019-04-19T04:59:46.385962: step 810, loss 13.4919, acc 0.805769
2019-04-19T04:59:53.406420: step 820, loss 13.5274, acc 0.794231
2019-04-19T05:00:00.417629: step 830, loss 13.4539, acc 0.819231
2019-04-19T05:00:07.467200: step 840, loss 13.5169, acc 0.807692
2019-04-19T05:00:14.468821: step 850, loss 13.3468, acc 0.826923
2019-04-19T05:00:21.482164: step 860, loss 13.3879, acc 0.838462
2019-04-19T05:00:28.484573: step 870, loss 13.5449, acc 0.773077
2019-04-19T05:00:35.464435: step 880, loss 13.4006, acc 0.803846
2019-04-19T05:00:42.476186: step 890, loss 13.4233, acc 0.823077
2019-04-19T05:00:49.473805: step 900, loss 13.4153, acc 0.815385
2019-04-19T05:00:56.470965: step 910, loss 13.5564, acc 0.773077
2019-04-19T05:01:03.489055: step 920, loss 13.4083, acc 0.805769
2019-04-19T05:01:10.483730: step 930, loss 13.4479, acc 0.796154
2019-04-19T05:01:17.488755: step 940, loss 13.4402, acc 0.803846
2019-04-19T05:01:24.541813: step 950, loss 13.3461, acc 0.834615
2019-04-19T05:01:31.546290: step 960, loss 13.3568, acc 0.828846
2019-04-19T05:01:38.549713: step 970, loss 13.3786, acc 0.807692
2019-04-19T05:01:45.594678: step 980, loss 13.3744, acc 0.807692
2019-04-19T05:01:52.596307: step 990, loss 13.3353, acc 0.844231
2019-04-19T05:01:59.574345: step 1000, loss 13.4861, acc 0.792308

Evaluation:
2019-04-19T05:02:17.015817: step 1000, loss 13.3987, acc 0.822569
<<< (49)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.717735%
macro-averaged Recall = 0.679119%
macro-averaged F1-score = 0.686809%, Best = 0.686809%

2019-04-19T05:02:25.325331: step 1010, loss 13.3932, acc 0.811538
2019-04-19T05:02:32.303863: step 1020, loss 13.3548, acc 0.815385
2019-04-19T05:02:39.280024: step 1030, loss 13.351, acc 0.817308
2019-04-19T05:02:46.272743: step 1040, loss 13.3233, acc 0.823077
2019-04-19T05:02:53.274549: step 1050, loss 13.3176, acc 0.826923
2019-04-19T05:03:00.365397: step 1060, loss 13.3788, acc 0.803846
2019-04-19T05:03:07.548641: step 1070, loss 13.4351, acc 0.775
2019-04-19T05:03:14.571796: step 1080, loss 13.356, acc 0.805769
2019-04-19T05:03:21.648756: step 1090, loss 13.2764, acc 0.840385
2019-04-19T05:03:28.665503: step 1100, loss 13.3094, acc 0.819231
2019-04-19T05:03:35.719280: step 1110, loss 13.3975, acc 0.794231
2019-04-19T05:03:42.766817: step 1120, loss 13.4108, acc 0.776923
2019-04-19T05:03:49.926636: step 1130, loss 13.2409, acc 0.842308
2019-04-19T05:03:56.987421: step 1140, loss 13.4074, acc 0.801923
2019-04-19T05:04:04.065293: step 1150, loss 13.3894, acc 0.798077
2019-04-19T05:04:11.181122: step 1160, loss 13.3275, acc 0.832692
2019-04-19T05:04:18.173364: step 1170, loss 13.3033, acc 0.807692
2019-04-19T05:04:25.196357: step 1180, loss 13.3026, acc 0.805769
2019-04-19T05:04:32.194756: step 1190, loss 13.3838, acc 0.798077
2019-04-19T05:04:39.219358: step 1200, loss 13.3633, acc 0.784615
2019-04-19T05:04:46.244605: step 1210, loss 13.2862, acc 0.828846
2019-04-19T05:04:53.289045: step 1220, loss 13.3158, acc 0.817308
2019-04-19T05:05:00.462682: step 1230, loss 13.2848, acc 0.823077
2019-04-19T05:05:07.570778: step 1240, loss 13.3705, acc 0.788462
2019-04-19T05:05:14.606341: step 1250, loss 13.235, acc 0.830769
2019-04-19T05:05:21.693102: step 1260, loss 13.3434, acc 0.794231
2019-04-19T05:05:28.842418: step 1270, loss 13.3837, acc 0.805769
2019-04-19T05:05:35.987380: step 1280, loss 13.2541, acc 0.830769
2019-04-19T05:05:43.194651: step 1290, loss 13.2997, acc 0.809615
2019-04-19T05:05:50.219572: step 1300, loss 13.2279, acc 0.813462
2019-04-19T05:05:57.339421: step 1310, loss 13.2219, acc 0.825
2019-04-19T05:06:04.981720: step 1320, loss 13.2621, acc 0.826923
2019-04-19T05:06:12.047361: step 1330, loss 13.3263, acc 0.803846
2019-04-19T05:06:19.084166: step 1340, loss 13.224, acc 0.834615
2019-04-19T05:06:26.138377: step 1350, loss 13.2487, acc 0.815385
2019-04-19T05:06:33.272364: step 1360, loss 13.1835, acc 0.828846
2019-04-19T05:06:40.369726: step 1370, loss 13.2781, acc 0.815385
2019-04-19T05:06:47.407541: step 1380, loss 13.2746, acc 0.821154
2019-04-19T05:06:54.394234: step 1390, loss 13.2811, acc 0.817308
2019-04-19T05:07:01.391701: step 1400, loss 13.1932, acc 0.838462
2019-04-19T05:07:08.443974: step 1410, loss 13.3813, acc 0.788462
2019-04-19T05:07:15.516714: step 1420, loss 13.1759, acc 0.836538
2019-04-19T05:07:22.510601: step 1430, loss 13.2681, acc 0.819231
2019-04-19T05:07:29.572427: step 1440, loss 13.2379, acc 0.834615
2019-04-19T05:07:36.643736: step 1450, loss 13.1549, acc 0.844231
2019-04-19T05:07:43.746949: step 1460, loss 13.2166, acc 0.834615
2019-04-19T05:07:50.803524: step 1470, loss 13.1998, acc 0.832692
2019-04-19T05:07:57.880984: step 1480, loss 13.2069, acc 0.821154
2019-04-19T05:08:04.950760: step 1490, loss 13.2269, acc 0.807692
2019-04-19T05:08:11.976849: step 1500, loss 13.2099, acc 0.830769
2019-04-19T05:08:19.155034: step 1510, loss 13.1837, acc 0.823077
2019-04-19T05:08:26.288279: step 1520, loss 13.1744, acc 0.828846
2019-04-19T05:08:33.361935: step 1530, loss 13.1529, acc 0.840385
2019-04-19T05:08:40.456911: step 1540, loss 13.185, acc 0.817308
2019-04-19T05:08:47.528264: step 1550, loss 13.1806, acc 0.828846
2019-04-19T05:08:54.586382: step 1560, loss 13.1906, acc 0.832692
2019-04-19T05:09:01.632264: step 1570, loss 13.215, acc 0.794231
2019-04-19T05:09:08.676053: step 1580, loss 13.215, acc 0.815385
2019-04-19T05:09:15.745544: step 1590, loss 13.1787, acc 0.819231
2019-04-19T05:09:22.767814: step 1600, loss 13.2029, acc 0.813462
2019-04-19T05:09:29.792193: step 1610, loss 13.2138, acc 0.819231
2019-04-19T05:09:36.824680: step 1620, loss 13.1658, acc 0.828846
2019-04-19T05:09:43.835780: step 1630, loss 13.1652, acc 0.821154
2019-04-19T05:09:50.917903: step 1640, loss 13.1897, acc 0.817308
2019-04-19T05:09:57.885174: step 1650, loss 13.1444, acc 0.838462
2019-04-19T05:10:04.863580: step 1660, loss 13.072, acc 0.857692
2019-04-19T05:10:11.877910: step 1670, loss 13.2038, acc 0.825
2019-04-19T05:10:18.868019: step 1680, loss 13.0804, acc 0.846154
2019-04-19T05:10:25.917370: step 1690, loss 13.2335, acc 0.815385
2019-04-19T05:10:32.951438: step 1700, loss 13.139, acc 0.826923
2019-04-19T05:10:39.947078: step 1710, loss 13.0662, acc 0.842308
2019-04-19T05:10:47.035474: step 1720, loss 13.1493, acc 0.819231
2019-04-19T05:10:54.144000: step 1730, loss 13.1379, acc 0.819231
2019-04-19T05:11:01.219570: step 1740, loss 13.1109, acc 0.825
2019-04-19T05:11:08.342139: step 1750, loss 13.1008, acc 0.815385
2019-04-19T05:11:15.502352: step 1760, loss 13.1576, acc 0.830769
2019-04-19T05:11:22.607330: step 1770, loss 13.0458, acc 0.834615
2019-04-19T05:11:29.715905: step 1780, loss 13.1336, acc 0.801923
2019-04-19T05:11:36.837276: step 1790, loss 13.1418, acc 0.819231
2019-04-19T05:11:43.882103: step 1800, loss 13.1072, acc 0.85
2019-04-19T05:11:50.877987: step 1810, loss 13.0896, acc 0.813462
2019-04-19T05:11:58.032706: step 1820, loss 13.0238, acc 0.853846
2019-04-19T05:12:05.129800: step 1830, loss 13.0535, acc 0.838462
2019-04-19T05:12:12.333537: step 1840, loss 13.1481, acc 0.817308
2019-04-19T05:12:19.453445: step 1850, loss 13.0841, acc 0.830769
2019-04-19T05:12:26.578143: step 1860, loss 13.1147, acc 0.834615
2019-04-19T05:12:33.562502: step 1870, loss 13.1268, acc 0.821154
2019-04-19T05:12:40.523844: step 1880, loss 13.0869, acc 0.838462
2019-04-19T05:12:47.502655: step 1890, loss 13.0791, acc 0.838462
2019-04-19T05:12:54.958585: step 1900, loss 13.0464, acc 0.832692
2019-04-19T05:13:02.037959: step 1910, loss 13.0038, acc 0.85
2019-04-19T05:13:09.080786: step 1920, loss 13.1185, acc 0.809615
2019-04-19T05:13:16.067118: step 1930, loss 13.085, acc 0.823077
2019-04-19T05:13:23.085310: step 1940, loss 13.0697, acc 0.838462
2019-04-19T05:13:30.097036: step 1950, loss 13.0874, acc 0.815385
2019-04-19T05:13:37.180269: step 1960, loss 13.1004, acc 0.825
2019-04-19T05:13:44.205624: step 1970, loss 13.0823, acc 0.838462
2019-04-19T05:13:51.309445: step 1980, loss 13.0961, acc 0.819231
2019-04-19T05:13:58.423925: step 1990, loss 13.0929, acc 0.821154
2019-04-19T05:14:05.472972: step 2000, loss 13.1295, acc 0.832692

Evaluation:
2019-04-19T05:14:22.601505: step 2000, loss 12.9801, acc 0.848259
<<< (49)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.759762%
macro-averaged Recall = 0.721452%
macro-averaged F1-score = 0.732439%, Best = 0.732439%

2019-04-19T05:14:31.356538: step 2010, loss 13.0082, acc 0.85
2019-04-19T05:14:38.423340: step 2020, loss 13.0333, acc 0.848077
2019-04-19T05:14:45.464529: step 2030, loss 13.0788, acc 0.821154
2019-04-19T05:14:52.576171: step 2040, loss 13.0666, acc 0.834615
2019-04-19T05:14:59.678249: step 2050, loss 13.0086, acc 0.834615
2019-04-19T05:15:06.725136: step 2060, loss 12.9697, acc 0.853846
2019-04-19T05:15:13.795246: step 2070, loss 12.9931, acc 0.855769
2019-04-19T05:15:20.864731: step 2080, loss 13.0657, acc 0.823077
2019-04-19T05:15:27.956357: step 2090, loss 13.0443, acc 0.821154
2019-04-19T05:15:35.026074: step 2100, loss 13.1044, acc 0.801923
2019-04-19T05:15:42.118134: step 2110, loss 12.9605, acc 0.853846
2019-04-19T05:15:49.196104: step 2120, loss 13.0443, acc 0.828846
2019-04-19T05:15:56.255229: step 2130, loss 13.069, acc 0.805769
2019-04-19T05:16:03.293473: step 2140, loss 12.9432, acc 0.863462
2019-04-19T05:16:10.370747: step 2150, loss 12.957, acc 0.846154
2019-04-19T05:16:17.386551: step 2160, loss 13.0458, acc 0.809615
2019-04-19T05:16:24.457270: step 2170, loss 12.9373, acc 0.846154
2019-04-19T05:16:31.471376: step 2180, loss 13.0092, acc 0.836538
2019-04-19T05:16:38.495152: step 2190, loss 12.9923, acc 0.832692
2019-04-19T05:16:45.570116: step 2200, loss 12.9276, acc 0.865385
2019-04-19T05:16:52.638211: step 2210, loss 12.9314, acc 0.848077
2019-04-19T05:16:59.668997: step 2220, loss 12.899, acc 0.863462
2019-04-19T05:17:06.750446: step 2230, loss 13.052, acc 0.830769
2019-04-19T05:17:13.828310: step 2240, loss 13.016, acc 0.826923
2019-04-19T05:17:20.891319: step 2250, loss 12.9954, acc 0.836538
2019-04-19T05:17:28.085762: step 2260, loss 12.9557, acc 0.830769
2019-04-19T05:17:35.153708: step 2270, loss 13.0353, acc 0.819231
2019-04-19T05:17:42.215562: step 2280, loss 12.9742, acc 0.836538
2019-04-19T05:17:49.276927: step 2290, loss 13.065, acc 0.805769
2019-04-19T05:17:56.370901: step 2300, loss 12.8839, acc 0.859615
2019-04-19T05:18:03.411514: step 2310, loss 12.9656, acc 0.840385
2019-04-19T05:18:10.442230: step 2320, loss 12.9146, acc 0.85
2019-04-19T05:18:17.447059: step 2330, loss 12.9494, acc 0.848077
2019-04-19T05:18:24.467092: step 2340, loss 12.9179, acc 0.861538
2019-04-19T05:18:31.507359: step 2350, loss 12.8848, acc 0.85
2019-04-19T05:18:38.612237: step 2360, loss 12.9329, acc 0.851923
2019-04-19T05:18:45.591811: step 2370, loss 12.8811, acc 0.857692
2019-04-19T05:18:52.683123: step 2380, loss 12.8915, acc 0.861538
2019-04-19T05:18:59.759078: step 2390, loss 12.9172, acc 0.844231
2019-04-19T05:19:06.787340: step 2400, loss 12.9125, acc 0.842308
2019-04-19T05:19:13.862124: step 2410, loss 12.8485, acc 0.853846
2019-04-19T05:19:20.943540: step 2420, loss 12.8822, acc 0.85
2019-04-19T05:19:28.017226: step 2430, loss 12.9113, acc 0.834615
2019-04-19T05:19:35.042549: step 2440, loss 12.89, acc 0.830769
2019-04-19T05:19:42.149310: step 2450, loss 12.7748, acc 0.888462
2019-04-19T05:19:49.134869: step 2460, loss 12.8452, acc 0.851923
2019-04-19T05:19:56.206999: step 2470, loss 12.9202, acc 0.851923
2019-04-19T05:20:03.204465: step 2480, loss 12.8683, acc 0.844231
2019-04-19T05:20:10.332102: step 2490, loss 12.8767, acc 0.830769
2019-04-19T05:20:17.410839: step 2500, loss 12.9039, acc 0.838462
2019-04-19T05:20:24.455746: step 2510, loss 12.8811, acc 0.828846
2019-04-19T05:20:31.495940: step 2520, loss 12.9282, acc 0.832692
2019-04-19T05:20:38.516459: step 2530, loss 12.8699, acc 0.848077
2019-04-19T05:20:45.614173: step 2540, loss 12.8754, acc 0.855769
2019-04-19T05:20:52.613374: step 2550, loss 12.8921, acc 0.85
2019-04-19T05:20:59.800198: step 2560, loss 12.9267, acc 0.832692
2019-04-19T05:21:06.829295: step 2570, loss 12.9101, acc 0.840385
2019-04-19T05:21:13.878275: step 2580, loss 12.8031, acc 0.861538
2019-04-19T05:21:20.908228: step 2590, loss 12.8951, acc 0.842308
2019-04-19T05:21:27.998360: step 2600, loss 12.8839, acc 0.828846
2019-04-19T05:21:34.985237: step 2610, loss 12.9223, acc 0.832692
2019-04-19T05:21:42.080827: step 2620, loss 12.805, acc 0.878846
2019-04-19T05:21:49.100416: step 2630, loss 12.9005, acc 0.825
2019-04-19T05:21:56.124762: step 2640, loss 12.8557, acc 0.842308
2019-04-19T05:22:03.206581: step 2650, loss 12.8101, acc 0.861538
2019-04-19T05:22:10.220451: step 2660, loss 12.7833, acc 0.861538
2019-04-19T05:22:17.262327: step 2670, loss 12.9028, acc 0.828846
2019-04-19T05:22:24.260684: step 2680, loss 12.7199, acc 0.865385
2019-04-19T05:22:31.278174: step 2690, loss 12.795, acc 0.871154
2019-04-19T05:22:38.283420: step 2700, loss 12.8114, acc 0.857692
2019-04-19T05:22:45.320106: step 2710, loss 12.817, acc 0.844231
2019-04-19T05:22:52.433448: step 2720, loss 12.7987, acc 0.853846
2019-04-19T05:22:59.550150: step 2730, loss 12.7709, acc 0.863462
2019-04-19T05:23:06.661699: step 2740, loss 12.8246, acc 0.844231
2019-04-19T05:23:13.816951: step 2750, loss 12.7878, acc 0.857692
2019-04-19T05:23:20.877826: step 2760, loss 12.878, acc 0.825
2019-04-19T05:23:27.949811: step 2770, loss 12.7362, acc 0.859615
2019-04-19T05:23:35.066337: step 2780, loss 12.8384, acc 0.828846
2019-04-19T05:23:42.246896: step 2790, loss 12.7276, acc 0.857692
2019-04-19T05:23:49.747378: step 2800, loss 12.8428, acc 0.828846
2019-04-19T05:23:56.739995: step 2810, loss 12.8064, acc 0.840385
2019-04-19T05:24:03.826436: step 2820, loss 12.7569, acc 0.869231
2019-04-19T05:24:10.885318: step 2830, loss 12.7411, acc 0.863462
2019-04-19T05:24:17.925163: step 2840, loss 12.7642, acc 0.838462
2019-04-19T05:24:25.052284: step 2850, loss 12.8194, acc 0.840385
2019-04-19T05:24:32.104731: step 2860, loss 12.8464, acc 0.838462
2019-04-19T05:24:39.088202: step 2870, loss 12.7653, acc 0.844231
2019-04-19T05:24:46.103168: step 2880, loss 12.7914, acc 0.838462
2019-04-19T05:24:53.107724: step 2890, loss 12.6895, acc 0.876923
2019-04-19T05:25:00.205842: step 2900, loss 12.7807, acc 0.844231
2019-04-19T05:25:07.234023: step 2910, loss 12.7721, acc 0.842308
2019-04-19T05:25:14.283020: step 2920, loss 12.8151, acc 0.842308
2019-04-19T05:25:21.273176: step 2930, loss 12.7162, acc 0.867308
2019-04-19T05:25:28.380836: step 2940, loss 12.6946, acc 0.867308
2019-04-19T05:25:35.375048: step 2950, loss 12.7193, acc 0.855769
2019-04-19T05:25:42.465042: step 2960, loss 12.6805, acc 0.861538
2019-04-19T05:25:49.475651: step 2970, loss 12.7605, acc 0.848077
2019-04-19T05:25:56.571174: step 2980, loss 12.7645, acc 0.865385
2019-04-19T05:26:03.656901: step 2990, loss 12.6848, acc 0.859615
2019-04-19T05:26:10.723021: step 3000, loss 12.8292, acc 0.838462

Evaluation:
2019-04-19T05:26:27.778304: step 3000, loss 12.6553, acc 0.860417
<<< (49)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.786094%
macro-averaged Recall = 0.748477%
macro-averaged F1-score = 0.756897%, Best = 0.756897%

2019-04-19T05:26:36.013093: step 3010, loss 12.7601, acc 0.842308
2019-04-19T05:26:43.012082: step 3020, loss 12.6452, acc 0.865385
2019-04-19T05:26:50.078891: step 3030, loss 12.7509, acc 0.842308
2019-04-19T05:26:57.063521: step 3040, loss 12.6562, acc 0.869231
2019-04-19T05:27:04.082640: step 3050, loss 12.6697, acc 0.861538
2019-04-19T05:27:11.112218: step 3060, loss 12.7107, acc 0.85
2019-04-19T05:27:18.143817: step 3070, loss 12.6326, acc 0.871154
2019-04-19T05:27:25.152014: step 3080, loss 12.7282, acc 0.848077
2019-04-19T05:27:32.212361: step 3090, loss 12.708, acc 0.863462
2019-04-19T05:27:39.245099: step 3100, loss 12.6746, acc 0.861538
2019-04-19T05:27:46.387083: step 3110, loss 12.7092, acc 0.855769
2019-04-19T05:27:53.420081: step 3120, loss 12.7714, acc 0.813462
2019-04-19T05:28:00.491218: step 3130, loss 12.6987, acc 0.838462
2019-04-19T05:28:07.526752: step 3140, loss 12.7334, acc 0.842308
2019-04-19T05:28:14.540301: step 3150, loss 12.6489, acc 0.869231
2019-04-19T05:28:21.607396: step 3160, loss 12.7085, acc 0.863462
2019-04-19T05:28:28.651179: step 3170, loss 12.6453, acc 0.871154
2019-04-19T05:28:35.739423: step 3180, loss 12.6407, acc 0.859615
2019-04-19T05:28:42.836015: step 3190, loss 12.6344, acc 0.871154
2019-04-19T05:28:49.960532: step 3200, loss 12.6029, acc 0.871154
2019-04-19T05:28:57.005269: step 3210, loss 12.6858, acc 0.857692
2019-04-19T05:29:04.026832: step 3220, loss 12.6901, acc 0.857692
2019-04-19T05:29:11.123882: step 3230, loss 12.661, acc 0.846154
2019-04-19T05:29:18.259765: step 3240, loss 12.637, acc 0.848077
2019-04-19T05:29:25.304979: step 3250, loss 12.716, acc 0.840385
2019-04-19T05:29:32.400190: step 3260, loss 12.707, acc 0.832692
2019-04-19T05:29:39.470294: step 3270, loss 12.6028, acc 0.871154
2019-04-19T05:29:46.548241: step 3280, loss 12.6493, acc 0.865385
2019-04-19T05:29:53.549952: step 3290, loss 12.6357, acc 0.863462
2019-04-19T05:30:00.591287: step 3300, loss 12.6037, acc 0.855769
2019-04-19T05:30:07.557355: step 3310, loss 12.6293, acc 0.867308
2019-04-19T05:30:14.626362: step 3320, loss 12.6559, acc 0.846154
