
================ Hyper-parameters ================

TRAIN_PATH=./data/update_20190425/train
DEV_PATH=./data/update_20190425/dev
TEST_PATH=./data/update_20190425/test
TRAIN_FEATURES_PATH=./data/update_20190425/
DEV_FEATURES_PATH=./data/update_20190425/
TEST_FEATURES_PATH=./data/update_20190425/
MAX_SENTENCE_LENGTH=100
EMBEDDINGS=baidubaike
EMBEDDING_SIZE=300
POS_EMBEDDING_SIZE=50
EMB_DROPOUT_KEEP_PROB=0.7
HIDDEN_SIZE=300
RNN_DROPOUT_KEEP_PROB=0.7
NUM_HEADS=4
ATTENTION_SIZE=50
DESC=
DROPOUT_KEEP_PROB=0.7
L2_REG_LAMBDA=1e-05
BATCH_SIZE=520
TEST_BATCH_SIZE=256
NUM_EPOCHS=100
DISPLAY_EVERY=10
EVALUATE_EVERY=1000
NUM_CHECKPOINTS=5
LEARNING_RATE=1.0
DECAY_RATE=0.9
ALLOW_SOFT_PLACEMENT=False
LOG_DEVICE_PLACEMENT=False
GPU_ALLOW_GROWTH=True
CHECKPOINT_DIR=None

==================================================

2019-04-25T20:22:01.525983: step 10, loss 12.4503, acc 0.465385
2019-04-25T20:23:59.227709: step 270, loss 10.6007, acc 0.871154
2019-04-25T20:24:03.782249: step 280, loss 10.7084, acc 0.844231
2019-04-25T20:24:08.171928: step 290, loss 10.7342, acc 0.830769
2019-04-25T20:24:12.538271: step 300, loss 10.6968, acc 0.834615
2019-04-25T20:24:16.586182: step 310, loss 10.689, acc 0.825
2019-04-25T20:24:21.155497: step 320, loss 10.5459, acc 0.863462
2019-04-25T20:24:25.173465: step 330, loss 10.6373, acc 0.844231
2019-04-25T20:24:29.345281: step 340, loss 10.609, acc 0.869231
2019-04-25T20:24:33.859176: step 350, loss 10.5779, acc 0.871154
2019-04-25T20:24:38.214977: step 360, loss 10.5931, acc 0.873077
2019-04-25T20:24:42.985708: step 370, loss 10.5738, acc 0.878846
2019-04-25T20:24:47.307842: step 380, loss 10.4888, acc 0.896154
2019-04-25T20:24:51.599493: step 390, loss 10.672, acc 0.840385
2019-04-25T20:24:55.721786: step 400, loss 10.5353, acc 0.873077
2019-04-25T20:25:00.247493: step 410, loss 10.5277, acc 0.871154
2019-04-25T20:25:04.549631: step 420, loss 10.5589, acc 0.865385
2019-04-25T20:25:09.294396: step 430, loss 10.4805, acc 0.882692
2019-04-25T20:25:13.614021: step 440, loss 10.562, acc 0.878846
2019-04-25T20:25:18.005574: step 450, loss 10.4898, acc 0.898077
2019-04-25T20:25:22.581693: step 460, loss 10.5347, acc 0.865385
2019-04-25T20:25:27.001838: step 470, loss 10.4845, acc 0.890385
2019-04-25T20:25:31.255243: step 480, loss 10.5542, acc 0.884615
2019-04-25T20:25:35.345106: step 490, loss 10.5128, acc 0.880769
2019-04-25T20:25:39.430194: step 500, loss 10.5332, acc 0.884615
2019-04-25T20:25:44.031723: step 510, loss 10.5093, acc 0.892308
2019-04-25T20:25:48.402702: step 520, loss 10.473, acc 0.886538
2019-04-25T20:25:52.740707: step 530, loss 10.5206, acc 0.869231
2019-04-25T20:25:56.780930: step 540, loss 10.4879, acc 0.890385
2019-04-25T20:26:00.906357: step 550, loss 10.5346, acc 0.867308
2019-04-25T20:26:05.416725: step 560, loss 10.546, acc 0.857692
2019-04-25T20:26:09.858354: step 570, loss 10.4519, acc 0.896154
2019-04-25T20:26:14.109309: step 580, loss 10.4383, acc 0.901923
2019-04-25T20:26:18.240467: step 590, loss 10.501, acc 0.867308
2019-04-25T20:26:23.030404: step 600, loss 10.4207, acc 0.905769
2019-04-25T20:26:27.415107: step 610, loss 10.4636, acc 0.875
2019-04-25T20:26:32.032867: step 620, loss 10.4659, acc 0.876923
2019-04-25T20:26:36.545024: step 630, loss 10.4474, acc 0.896154
2019-04-25T20:26:40.936581: step 640, loss 10.4612, acc 0.884615
2019-04-25T20:26:45.401829: step 650, loss 10.4984, acc 0.867308
2019-04-25T20:26:49.978825: step 660, loss 10.4928, acc 0.884615
2019-04-25T20:26:54.312882: step 670, loss 10.5009, acc 0.873077
2019-04-25T20:26:58.862939: step 680, loss 10.4007, acc 0.9
2019-04-25T20:27:03.267250: step 690, loss 10.5142, acc 0.880769
2019-04-25T20:27:07.421525: step 700, loss 10.4154, acc 0.892308
2019-04-25T20:27:11.545702: step 710, loss 10.4538, acc 0.886538
2019-04-25T20:27:15.854948: step 720, loss 10.4358, acc 0.878846
2019-04-25T20:27:20.443564: step 730, loss 10.486, acc 0.867308
2019-04-25T20:27:24.912410: step 740, loss 10.3665, acc 0.907692
2019-04-25T20:27:29.537020: step 750, loss 10.4119, acc 0.880769
2019-04-25T20:27:34.118576: step 760, loss 10.3997, acc 0.898077
2019-04-25T20:27:38.387382: step 770, loss 10.4135, acc 0.896154
2019-04-25T20:27:42.751598: step 780, loss 10.3533, acc 0.911538
2019-04-25T20:27:47.145867: step 790, loss 10.3939, acc 0.888462
2019-04-25T20:27:51.844080: step 800, loss 10.3647, acc 0.903846
2019-04-25T20:27:56.371295: step 810, loss 10.4001, acc 0.880769
2019-04-25T20:28:00.964777: step 820, loss 10.3764, acc 0.9
2019-04-25T20:28:05.337421: step 830, loss 10.409, acc 0.894231
2019-04-25T20:28:10.137903: step 840, loss 10.3862, acc 0.890385
2019-04-25T20:28:14.336773: step 850, loss 10.3912, acc 0.886538
2019-04-25T20:28:19.248138: step 860, loss 10.3261, acc 0.917308
2019-04-25T20:28:23.558264: step 870, loss 10.3511, acc 0.896154
2019-04-25T20:28:27.843695: step 880, loss 10.3523, acc 0.903846
2019-04-25T20:28:31.978139: step 890, loss 10.3505, acc 0.903846
2019-04-25T20:28:36.699869: step 900, loss 10.3783, acc 0.892308
2019-04-25T20:28:41.821882: step 910, loss 10.3586, acc 0.903846
2019-04-25T20:28:46.380488: step 920, loss 10.3273, acc 0.917308
2019-04-25T20:28:50.554209: step 930, loss 10.3372, acc 0.909615
2019-04-25T20:28:55.107357: step 940, loss 10.4369, acc 0.861538
2019-04-25T20:28:59.328487: step 950, loss 10.3441, acc 0.9
2019-04-25T20:29:03.419889: step 960, loss 10.3411, acc 0.886538
2019-04-25T20:29:07.620481: step 970, loss 10.3341, acc 0.898077
2019-04-25T20:29:12.113334: step 980, loss 10.2353, acc 0.938462
2019-04-25T20:29:16.229342: step 990, loss 10.3172, acc 0.907692
2019-04-25T20:29:20.353833: step 1000, loss 10.3701, acc 0.898077

Evaluation:
2019-04-25T20:29:52.211223: step 1000, loss 10.4119, acc 0.912336
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.7614%
macro-averaged Recall = 0.727972%
macro-averaged F1-score = 0.73331%, Best = 0.73331%

2019-04-25T20:30:13.711573: step 1010, loss 10.3585, acc 0.886538
2019-04-25T20:30:17.960871: step 1020, loss 10.2571, acc 0.936538
2019-04-25T20:30:22.221741: step 1030, loss 10.4054, acc 0.888462
2019-04-25T20:30:26.618476: step 1040, loss 10.375, acc 0.894231
2019-04-25T20:30:30.710786: step 1050, loss 10.2793, acc 0.917308
2019-04-25T20:30:35.157016: step 1060, loss 10.3062, acc 0.925
2019-04-25T20:30:39.641991: step 1070, loss 10.3198, acc 0.896154
2019-04-25T20:30:43.717026: step 1080, loss 10.3362, acc 0.909615
2019-04-25T20:30:47.943230: step 1090, loss 10.3341, acc 0.894231
2019-04-25T20:30:52.129280: step 1100, loss 10.3048, acc 0.919231
2019-04-25T20:30:56.459127: step 1110, loss 10.2832, acc 0.905769
2019-04-25T20:31:00.839956: step 1120, loss 10.3018, acc 0.911538
2019-04-25T20:31:05.374290: step 1130, loss 10.2967, acc 0.9
2019-04-25T20:31:09.678555: step 1140, loss 10.2559, acc 0.917308
2019-04-25T20:31:14.223625: step 1150, loss 10.3641, acc 0.892308
2019-04-25T20:31:18.435155: step 1160, loss 10.3529, acc 0.888462
2019-04-25T20:31:22.562564: step 1170, loss 10.3312, acc 0.896154
2019-04-25T20:31:26.806205: step 1180, loss 10.3401, acc 0.880769
2019-04-25T20:31:31.059495: step 1190, loss 10.2782, acc 0.909615
2019-04-25T20:31:35.292313: step 1200, loss 10.2272, acc 0.934615
2019-04-25T20:31:39.472823: step 1210, loss 10.2649, acc 0.913462
2019-04-25T20:31:43.802462: step 1220, loss 10.2759, acc 0.911538
2019-04-25T20:31:48.021591: step 1230, loss 10.3246, acc 0.884615
2019-04-25T20:31:52.136411: step 1240, loss 10.3046, acc 0.896154
2019-04-25T20:31:56.562394: step 1250, loss 10.2182, acc 0.919231
2019-04-25T20:32:00.981972: step 1260, loss 10.2932, acc 0.894231
2019-04-25T20:32:05.449734: step 1270, loss 10.2657, acc 0.907692
2019-04-25T20:32:09.824709: step 1280, loss 10.2409, acc 0.921154
2019-04-25T20:32:14.176060: step 1290, loss 10.174, acc 0.926923
2019-04-25T20:32:18.361095: step 1300, loss 10.2657, acc 0.898077
2019-04-25T20:32:22.551575: step 1310, loss 10.2584, acc 0.9
2019-04-25T20:32:26.928649: step 1320, loss 10.2481, acc 0.907692
2019-04-25T20:32:31.296725: step 1330, loss 10.267, acc 0.880769
2019-04-25T20:32:35.422237: step 1340, loss 10.2812, acc 0.892308
2019-04-25T20:32:39.609558: step 1350, loss 10.2544, acc 0.901923
2019-04-25T20:32:43.762340: step 1360, loss 10.2299, acc 0.913462
2019-04-25T20:32:47.953648: step 1370, loss 10.2429, acc 0.909615
2019-04-25T20:32:52.090484: step 1380, loss 10.2224, acc 0.905769
2019-04-25T20:32:56.591016: step 1390, loss 10.1421, acc 0.936538
2019-04-25T20:33:00.854093: step 1400, loss 10.1939, acc 0.923077
2019-04-25T20:33:04.943998: step 1410, loss 10.1991, acc 0.921154
2019-04-25T20:33:09.021406: step 1420, loss 10.1614, acc 0.923077
2019-04-25T20:33:13.304243: step 1430, loss 10.1549, acc 0.932692
2019-04-25T20:33:17.591179: step 1440, loss 10.1567, acc 0.930769
2019-04-25T20:33:22.073455: step 1450, loss 10.1843, acc 0.934615
2019-04-25T20:33:26.556372: step 1460, loss 10.1942, acc 0.915385
2019-04-25T20:33:31.179595: step 1470, loss 10.2273, acc 0.907692
2019-04-25T20:33:35.789883: step 1480, loss 10.1951, acc 0.921154
2019-04-25T20:33:39.926866: step 1490, loss 10.1821, acc 0.915385
2019-04-25T20:33:44.102363: step 1500, loss 10.1589, acc 0.925
2019-04-25T20:33:48.554815: step 1510, loss 10.1851, acc 0.913462
2019-04-25T20:33:52.892399: step 1520, loss 10.1456, acc 0.940385
2019-04-25T20:33:57.290164: step 1530, loss 10.1756, acc 0.919231
2019-04-25T20:34:01.889892: step 1540, loss 10.1375, acc 0.930769
2019-04-25T20:34:06.018135: step 1550, loss 10.1542, acc 0.925
2019-04-25T20:34:10.380223: step 1560, loss 10.1826, acc 0.9
2019-04-25T20:34:14.636613: step 1570, loss 10.1542, acc 0.913462
2019-04-25T20:34:18.782339: step 1580, loss 10.1459, acc 0.921154
2019-04-25T20:34:22.919386: step 1590, loss 10.1515, acc 0.926923
2019-04-25T20:34:27.158576: step 1600, loss 10.1086, acc 0.936538
2019-04-25T20:34:31.310639: step 1610, loss 10.1698, acc 0.901923
2019-04-25T20:34:35.685853: step 1620, loss 10.1482, acc 0.909615
2019-04-25T20:34:39.945140: step 1630, loss 10.1528, acc 0.923077
2019-04-25T20:34:44.156233: step 1640, loss 10.0979, acc 0.932692
2019-04-25T20:34:48.578970: step 1650, loss 10.1023, acc 0.921154
2019-04-25T20:34:52.731488: step 1660, loss 10.0868, acc 0.944231
2019-04-25T20:34:56.847444: step 1670, loss 10.1044, acc 0.926923
2019-04-25T20:35:01.093112: step 1680, loss 10.1115, acc 0.936538
2019-04-25T20:35:05.708077: step 1690, loss 10.084, acc 0.930769
2019-04-25T20:35:10.056340: step 1700, loss 10.1545, acc 0.915385
2019-04-25T20:35:14.360648: step 1710, loss 10.1203, acc 0.913462
2019-04-25T20:35:18.637100: step 1720, loss 10.1409, acc 0.915385
2019-04-25T20:35:23.067045: step 1730, loss 10.0916, acc 0.938462
2019-04-25T20:35:27.489303: step 1740, loss 10.0783, acc 0.923077
2019-04-25T20:35:31.650631: step 1750, loss 10.201, acc 0.909615
2019-04-25T20:35:36.124467: step 1760, loss 10.137, acc 0.923077
2019-04-25T20:35:40.488633: step 1770, loss 10.0931, acc 0.921154
2019-04-25T20:35:44.682507: step 1780, loss 10.0526, acc 0.934615
2019-04-25T20:35:48.839512: step 1790, loss 10.0823, acc 0.917308
2019-04-25T20:35:52.934084: step 1800, loss 10.0957, acc 0.923077
2019-04-25T20:35:57.128908: step 1810, loss 10.0955, acc 0.925
2019-04-25T20:36:01.445257: step 1820, loss 10.0939, acc 0.917308
2019-04-25T20:36:05.870461: step 1830, loss 10.0207, acc 0.946154
2019-04-25T20:36:10.041181: step 1840, loss 10.0713, acc 0.930769
2019-04-25T20:36:14.454768: step 1850, loss 10.0899, acc 0.932692
2019-04-25T20:36:18.832910: step 1860, loss 10.0848, acc 0.917308
2019-04-25T20:36:23.004632: step 1870, loss 10.136, acc 0.907692
2019-04-25T20:36:27.250795: step 1880, loss 10.0245, acc 0.940385
2019-04-25T20:36:31.457791: step 1890, loss 10.0803, acc 0.928846
2019-04-25T20:36:35.591903: step 1900, loss 10.0712, acc 0.938462
2019-04-25T20:36:39.772271: step 1910, loss 10.0334, acc 0.946154
2019-04-25T20:36:44.228626: step 1920, loss 10.0885, acc 0.923077
2019-04-25T20:36:48.613667: step 1930, loss 10.059, acc 0.934615
2019-04-25T20:36:53.017876: step 1940, loss 10.0533, acc 0.930769
2019-04-25T20:36:57.354630: step 1950, loss 10.0699, acc 0.919231
2019-04-25T20:37:01.523687: step 1960, loss 10.0512, acc 0.930769
2019-04-25T20:37:05.692656: step 1970, loss 10.0149, acc 0.934615
2019-04-25T20:37:10.200523: step 1980, loss 10.0655, acc 0.921154
2019-04-25T20:37:14.609875: step 1990, loss 10.0219, acc 0.934615
2019-04-25T20:37:18.975672: step 2000, loss 10.0759, acc 0.915385

Evaluation:
2019-04-25T20:37:48.604237: step 2000, loss 10.1434, acc 0.926155
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.79148%
macro-averaged Recall = 0.780499%
macro-averaged F1-score = 0.782407%, Best = 0.782407%

2019-04-25T20:38:06.946086: step 2010, loss 10.0539, acc 0.928846
2019-04-25T20:38:11.538077: step 2020, loss 10.0289, acc 0.928846
2019-04-25T20:38:15.933521: step 2030, loss 10.0483, acc 0.928846
2019-04-25T20:38:20.066254: step 2040, loss 10.0451, acc 0.942308
2019-04-25T20:38:24.152866: step 2050, loss 10.0187, acc 0.938462
2019-04-25T20:38:28.433459: step 2060, loss 10.0161, acc 0.938462
2019-04-25T20:38:32.627059: step 2070, loss 10.0605, acc 0.925
2019-04-25T20:38:37.235029: step 2080, loss 9.99302, acc 0.940385
2019-04-25T20:38:41.691902: step 2090, loss 10.0222, acc 0.919231
2019-04-25T20:38:45.764927: step 2100, loss 10.1054, acc 0.905769
2019-04-25T20:38:49.967472: step 2110, loss 10.0231, acc 0.930769
2019-04-25T20:38:54.228501: step 2120, loss 10.0504, acc 0.921154
2019-04-25T20:38:58.577585: step 2130, loss 10.0108, acc 0.928846
2019-04-25T20:39:02.713312: step 2140, loss 10.0326, acc 0.917308
2019-04-25T20:39:06.794861: step 2150, loss 10.0379, acc 0.928846
2019-04-25T20:39:11.050340: step 2160, loss 9.95847, acc 0.948077
2019-04-25T20:39:15.202307: step 2170, loss 9.98955, acc 0.928846
2019-04-25T20:39:19.314462: step 2180, loss 10.0015, acc 0.925
2019-04-25T20:39:23.559498: step 2190, loss 9.96818, acc 0.944231
2019-04-25T20:39:27.671830: step 2200, loss 9.97885, acc 0.95
2019-04-25T20:39:32.073573: step 2210, loss 9.98526, acc 0.936538
2019-04-25T20:39:36.419420: step 2220, loss 9.99195, acc 0.936538
2019-04-25T20:39:40.557363: step 2230, loss 9.96943, acc 0.936538
2019-04-25T20:39:44.774271: step 2240, loss 10.0233, acc 0.921154
2019-04-25T20:39:48.995978: step 2250, loss 10.0009, acc 0.919231
2019-04-25T20:39:53.389305: step 2260, loss 9.98465, acc 0.930769
2019-04-25T20:39:57.730165: step 2270, loss 9.99925, acc 0.928846
2019-04-25T20:40:02.261457: step 2280, loss 9.97074, acc 0.936538
2019-04-25T20:40:06.449049: step 2290, loss 10.0505, acc 0.919231
2019-04-25T20:40:10.591003: step 2300, loss 10.0596, acc 0.919231
2019-04-25T20:40:14.796744: step 2310, loss 9.99179, acc 0.923077
2019-04-25T20:40:18.921688: step 2320, loss 9.96509, acc 0.925
2019-04-25T20:40:23.323595: step 2330, loss 9.94918, acc 0.936538
2019-04-25T20:40:27.646324: step 2340, loss 9.95341, acc 0.940385
2019-04-25T20:40:31.886744: step 2350, loss 9.98991, acc 0.934615
2019-04-25T20:40:36.356150: step 2360, loss 9.9943, acc 0.942308
2019-04-25T20:40:40.497666: step 2370, loss 9.98921, acc 0.930769
2019-04-25T20:40:44.742049: step 2380, loss 9.99681, acc 0.934615
2019-04-25T20:40:48.840832: step 2390, loss 10.0161, acc 0.913462
2019-04-25T20:40:52.893309: step 2400, loss 9.96542, acc 0.926923
2019-04-25T20:40:57.030199: step 2410, loss 9.97194, acc 0.923077
2019-04-25T20:41:01.112123: step 2420, loss 9.93716, acc 0.938462
2019-04-25T20:41:05.329505: step 2430, loss 9.91954, acc 0.942308
2019-04-25T20:41:09.565656: step 2440, loss 9.9847, acc 0.917308
2019-04-25T20:41:13.737991: step 2450, loss 9.95896, acc 0.936538
2019-04-25T20:41:18.094473: step 2460, loss 9.93295, acc 0.938462
2019-04-25T20:41:22.284479: step 2470, loss 9.99727, acc 0.932692
2019-04-25T20:41:26.456732: step 2480, loss 9.96616, acc 0.932692
2019-04-25T20:41:31.083392: step 2490, loss 9.98334, acc 0.925
2019-04-25T20:41:35.158798: step 2500, loss 9.94202, acc 0.926923
2019-04-25T20:41:39.302683: step 2510, loss 9.94537, acc 0.936538
2019-04-25T20:41:43.513447: step 2520, loss 9.88944, acc 0.942308
2019-04-25T20:41:47.656576: step 2530, loss 9.9523, acc 0.925
2019-04-25T20:41:52.281266: step 2540, loss 9.9109, acc 0.95
2019-04-25T20:41:56.369233: step 2550, loss 9.96958, acc 0.928846
2019-04-25T20:42:00.499052: step 2560, loss 9.94209, acc 0.923077
2019-04-25T20:42:04.736316: step 2570, loss 9.87807, acc 0.955769
2019-04-25T20:42:08.882486: step 2580, loss 9.93852, acc 0.930769
2019-04-25T20:42:12.973861: step 2590, loss 9.93157, acc 0.923077
2019-04-25T20:42:17.195458: step 2600, loss 9.90101, acc 0.942308
2019-04-25T20:42:21.641243: step 2610, loss 9.95831, acc 0.911538
2019-04-25T20:42:25.972393: step 2620, loss 9.89852, acc 0.940385
2019-04-25T20:42:30.116989: step 2630, loss 9.94717, acc 0.926923
2019-04-25T20:42:34.197099: step 2640, loss 9.88915, acc 0.932692
2019-04-25T20:42:38.411087: step 2650, loss 9.8574, acc 0.948077
2019-04-25T20:42:42.941039: step 2660, loss 9.86024, acc 0.944231
2019-04-25T20:42:47.367949: step 2670, loss 9.88311, acc 0.938462
2019-04-25T20:42:51.651110: step 2680, loss 9.89829, acc 0.938462
2019-04-25T20:42:56.239824: step 2690, loss 9.89856, acc 0.925
2019-04-25T20:43:00.370508: step 2700, loss 9.93581, acc 0.915385
2019-04-25T20:43:04.982823: step 2710, loss 9.91007, acc 0.928846
2019-04-25T20:43:09.087250: step 2720, loss 9.93578, acc 0.911538
2019-04-25T20:43:13.378568: step 2730, loss 9.91753, acc 0.925
2019-04-25T20:43:17.514579: step 2740, loss 9.86726, acc 0.932692
2019-04-25T20:43:21.642875: step 2750, loss 9.90065, acc 0.921154
2019-04-25T20:43:25.889938: step 2760, loss 9.86177, acc 0.932692
2019-04-25T20:43:30.228966: step 2770, loss 9.88816, acc 0.932692
2019-04-25T20:43:34.975184: step 2780, loss 9.85892, acc 0.934615
2019-04-25T20:43:39.137891: step 2790, loss 9.8118, acc 0.955769
2019-04-25T20:43:43.327795: step 2800, loss 9.82775, acc 0.942308
2019-04-25T20:43:47.509830: step 2810, loss 9.79514, acc 0.955769
2019-04-25T20:43:51.568634: step 2820, loss 9.81889, acc 0.95
2019-04-25T20:43:55.817397: step 2830, loss 9.80259, acc 0.953846
2019-04-25T20:43:59.995912: step 2840, loss 9.7891, acc 0.959615
2019-04-25T20:44:04.118362: step 2850, loss 9.80253, acc 0.951923
2019-04-25T20:44:08.360218: step 2860, loss 9.79181, acc 0.953846
2019-04-25T20:44:12.495273: step 2870, loss 9.78047, acc 0.955769
2019-04-25T20:44:16.689974: step 2880, loss 9.8205, acc 0.944231
2019-04-25T20:44:21.094173: step 2890, loss 9.78931, acc 0.95
2019-04-25T20:44:25.637260: step 2900, loss 9.8007, acc 0.940385
2019-04-25T20:44:29.813420: step 2910, loss 9.77621, acc 0.953846
2019-04-25T20:44:34.001458: step 2920, loss 9.83437, acc 0.925
2019-04-25T20:44:38.091088: step 2930, loss 9.76393, acc 0.953846
2019-04-25T20:44:42.416411: step 2940, loss 9.78795, acc 0.95
2019-04-25T20:44:47.029306: step 2950, loss 9.78836, acc 0.95
2019-04-25T20:44:51.179738: step 2960, loss 9.77578, acc 0.95
2019-04-25T20:44:55.324488: step 2970, loss 9.82258, acc 0.938462
2019-04-25T20:44:59.590936: step 2980, loss 9.78717, acc 0.944231
2019-04-25T20:45:03.770919: step 2990, loss 9.83099, acc 0.938462
2019-04-25T20:45:08.117562: step 3000, loss 9.79768, acc 0.957692

Evaluation:
2019-04-25T20:45:38.948549: step 3000, loss 9.96428, acc 0.932998
<<< (50)-RELATIONSHIP EVALUATION RESULT ON DEV SET -- LIC2019 Information Extraction Task >>>:
macro-averaged Precision = 0.828784%
macro-averaged Recall = 0.808344%
macro-averaged F1-score = 0.8123%, Best = 0.8123%

2019-04-25T20:45:57.531921: step 3010, loss 9.81065, acc 0.940385
2019-04-25T20:46:01.678011: step 3020, loss 9.75718, acc 0.959615
2019-04-25T20:46:06.267425: step 3030, loss 9.83017, acc 0.940385
2019-04-25T20:46:10.439674: step 3040, loss 9.7782, acc 0.953846
2019-04-25T20:46:14.663109: step 3050, loss 9.8074, acc 0.923077
2019-04-25T20:46:18.786250: step 3060, loss 9.79335, acc 0.942308
2019-04-25T20:46:23.064677: step 3070, loss 9.77458, acc 0.946154
2019-04-25T20:46:27.242836: step 3080, loss 9.75413, acc 0.951923
2019-04-25T20:46:31.440188: step 3090, loss 9.75015, acc 0.953846
2019-04-25T20:46:35.746291: step 3100, loss 9.76923, acc 0.95
2019-04-25T20:46:40.247101: step 3110, loss 9.78373, acc 0.946154
2019-04-25T20:46:44.413913: step 3120, loss 9.75128, acc 0.953846
2019-04-25T20:46:48.933232: step 3130, loss 9.80344, acc 0.932692
2019-04-25T20:46:53.182238: step 3140, loss 9.7637, acc 0.948077
2019-04-25T20:46:57.343428: step 3150, loss 9.73774, acc 0.944231
2019-04-25T20:47:01.862643: step 3160, loss 9.80541, acc 0.936538
2019-04-25T20:47:06.014053: step 3170, loss 9.74583, acc 0.957692
2019-04-25T20:47:10.118807: step 3180, loss 9.72103, acc 0.953846
2019-04-25T20:47:14.393493: step 3190, loss 9.74692, acc 0.944231
2019-04-25T20:47:18.507831: step 3200, loss 9.74563, acc 0.946154
2019-04-25T20:47:22.612500: step 3210, loss 9.72084, acc 0.946154
2019-04-25T20:47:26.869663: step 3220, loss 9.73045, acc 0.953846
2019-04-25T20:47:30.956499: step 3230, loss 9.71338, acc 0.946154
2019-04-25T20:47:35.072235: step 3240, loss 9.77798, acc 0.936538
2019-04-25T20:47:39.274664: step 3250, loss 9.75036, acc 0.942308
2019-04-25T20:47:43.449552: step 3260, loss 9.74467, acc 0.946154
2019-04-25T20:47:47.619307: step 3270, loss 9.73187, acc 0.951923
2019-04-25T20:47:51.860535: step 3280, loss 9.68742, acc 0.967308
2019-04-25T20:47:55.946386: step 3290, loss 9.75647, acc 0.930769
2019-04-25T20:48:00.042280: step 3300, loss 9.71168, acc 0.948077
2019-04-25T20:48:04.279513: step 3310, loss 9.71669, acc 0.948077
2019-04-25T20:48:08.637808: step 3320, loss 9.76059, acc 0.95
2019-04-25T20:48:12.807195: step 3330, loss 9.71063, acc 0.957692
2019-04-25T20:48:16.971148: step 3340, loss 9.70855, acc 0.951923
2019-04-25T20:48:21.184594: step 3350, loss 9.76442, acc 0.930769
2019-04-25T20:48:25.244886: step 3360, loss 9.70271, acc 0.957692
2019-04-25T20:48:29.483482: step 3370, loss 9.67802, acc 0.967308
2019-04-25T20:48:33.624456: step 3380, loss 9.66903, acc 0.961538
2019-04-25T20:48:37.925690: step 3390, loss 9.70264, acc 0.95
